Taxa_Name;Author;Phytobs_Taxa_Code;Phytoplankton_Group;Phylum;Class;Order;Family;Genus;Species;Life_Form;Life_Form2;Phytobs_Cell_Form;Phytobs_Ind_Form;Min_Width;Max_Width;Min_Length;max_Lenght;Cell_Biovolume;Ind_Biovolume;Carbon;Min_Size_Ind;Max_Size_Ind;Ignatiades_Size_Class;Motility;Flagellum;Nb_Flagellum;Aerotope;Contractile_Vacuole;Mucilage;Akinete;Heterocyte;Cyst;Plast;Nb_Plast;Sheath;Tractus;Siciliceous_Skeleton;Lorica;Plate;Scale;Ornamentation;Protuberance;Protuberance_Type;Protuberance_Size;Nb_Protuberance;Chlo_B;Chlo_C;Xanthophyll;Phycobilin;Toxin;Microcystin;Anatoxin-a;Anatoxin-a(S);Cylindrospermopsin;Saxitoxin;BMAA;Nutrition;Reproduction;Water_Type;Water_Trophy;Tolerance;Reynolds_Group
Chroomonas coerulea;(Geitler) Skuja;CHMCOE;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Hemiselmidaceae;Chroomonas;Chroomonas coerulea;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;6;7;8;10;130;130;20.87;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;1;2;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Stratification;X2
Cryptomonas;Ehrenberg;CRYSPX;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Cryptomonas;;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;5;20;10;80;1772;1772;242.53;Nanophytoplankton;Microphytoplankton;Microplankton;1;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;Low brightness;Y
Cryptomonas curvata;Ehrenberg emend Penard;CRYCUR;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas curvata;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;20;20;40;40;2680;2680;357.66;Microphytoplankton;Microphytoplankton;Microplankton;1;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;Low brightness;Y
Cryptomonas erosa;Ehrenberg;CRYERO;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas erosa;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;5;17;10;45;1133;1133;159.36;Nanophytoplankton;Microphytoplankton;Microplankton;1;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;Low brightness;Y
Cryptomonas marssonii;Skuja;CRYMAR;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas marssonii;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;8;14;16;33;1200;1200;168.19;Nanophytoplankton;Microphytoplankton;Microplankton;1;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;Low brightness;Y
Cryptomonas ovata;Ehrenberg;CRYOVA;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas ovata;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;5;20;14;80;2094;2094;283.69;Nanophytoplankton;Microphytoplankton;Microplankton;1;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;Low brightness;Y
Cryptomonas platyuris;Skuja;CRYPLA;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas platyuris;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;9;14;31;50;4100;4100;533.16;Microphytoplankton;Microphytoplankton;Microplankton;1;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;Low brightness;Y
Goniomonas truncata;(Fresenius) Stein;GOITRU;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Cryptomonadales;Cryptomonadaceae;Goniomonas;Goniomonas truncata;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;3;5;5;12;125;125;20.11;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Heterotrophic;Asexual;Freshwater-marine water;Hypereutrophic;Stratification;X1
Plagioselmis;R.W. Butcher ex G. Novarino, I.A.N. Lucas & S. Morrall;PLGSPX;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Pyrenomonadales;Geminigeraceae;Plagioselmis;;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;3.5;5.5;8;12;106;106;17.23;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Stratification;X2
Plagioselmis lacustris;(Pascher & Ruttner) P. Javornick;PLGLAC;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Pyrenomonadales;Geminigeraceae;Plagioselmis;Plagioselmis lacustris;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;5;8;10;13;200;200;31.27;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;1;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Stratification;X2
Plagioselmis nannoplanctica;(Skuja) G. Novarino, I.A.N. Lucas & S. Morrall;PLGNAN;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Pyrenomonadales;Geminigeraceae;Plagioselmis;Plagioselmis nannoplanctica;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;3.5;5.5;8;12;70;70;11.67;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Stratification;X2
Rhodomonas;Karston;RHDSPX;Cryptophytes;CRYPTOPHYTA;CRYPTOPHYCEAE;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;;Cel.;None;Flattened Ellipsoid;Flattened Ellipsoid;4;17;9;23;145;145;23.12;Nanophytoplankton;Microphytoplankton;Nanoplankton;1;1;2;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;None;None;0;0;1;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Meso-eutrophic;Stratification;X2
Anabaena;Bory de St Vincent;ANASPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Nostocaceae;Anabaena;;Fil.;None;Sphere;Cylinder;1.4;15;2.5;15;99;1000;16.16;Nanophytoplankton;Mesophytoplankton;Nanoplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;None;None;0;0;0;0;1;1;1;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen content;H1
Anabaena minderi;Huber-Pestalozzi;ANAMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Nostocaceae;Anabaena;Anabaena minderi;Fil.;None;Cylinder;Cylinder;2.5;6;3.5;5.5;95;2100;15.54;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;1;1;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen content;H1
Anathece clathrata;(West & West) Komárek, Kastovsky & Jezberová;ANTCLA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Anathece;Anathece clathrata;Col.;None;Rotationnal Ellipsoid;#NA;0.4;2;1.5;4.5;2;5240;0.41;Picophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Meso-eutrophic;#NA;K
Anathece minutissima;(West) Komárek, Kastovsky & Jezberová;ANTMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Anathece;Anathece minutissima;Col.;None;Rotationnal Ellipsoid;#NA;0.8;1.6;1;2.5;1;#NA;0.22;Picophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Meso-eutrophic;#NA;K
Anathece smithii;(Komárková-Legnerová & Cronberg) Komárek, Kastovsky & Jezberová;ANTSMI;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Anathece;Anathece smithii;Col.;None;Rotationnal Ellipsoid;#NA;1;1.5;2;3.5;2;#NA;0.41;Picophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Meso-eutrophic;#NA;K
Aphanizomenon;Morren;APHSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Aphanizomenon;;Fil.;None;Cylinder;Cylinder;2;6;2;15;72;2230;11.98;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;0;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Aphanizomenon flos-aquae;Ralfs ex Bornet & Flahault;APHFLS;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Aphanizomenon;Aphanizomenon flos-aquae;Fil.;None;Cylinder;Cylinder;5;6;5;15;115;1960;18.60;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;0;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Aphanizomenon gracile;Lemmermann;APHGRA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Aphanizomenon;Aphanizomenon gracile;Fil.;None;Cylinder;Cylinder;2;3;2;6;240;1225;37.11;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;0;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Aphanizomenon yezoense;Watanabe;APHYEZ;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Aphanizomenon;Aphanizomenon yezoense;Fil.;None;Cylinder;Cylinder;2;5.1;4;11.4;67.5;#NA;11.28;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;0;1;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Aphanocapsa;Nägeli;APASPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Aphanocapsa;;Col.;None;Sphere;#NA;0.5;3;0.5;3;2;#NA;0.41;Picophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;#NA;K
Aphanocapsa delicatissima;W. & G.S. West;APADEL;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Aphanocapsa;Aphanocapsa delicatissima;Col.;None;Sphere;#NA;0.5;1.2;0.5;1.2;1;18000;0.22;Picophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Meso-eutrophic;#NA;K
Aphanocapsa elachista;W. & G.S. West;APAELA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Aphanocapsa;Aphanocapsa elachista;Col.;None;Sphere;#NA;1.3;2;1.3;2;2;315;0.41;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Meso-eutrophic;#NA;K
Aphanocapsa holsatica;(Lemmermann) Cronberg & Komárek;APAHOL;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Aphanocapsa;Aphanocapsa holsatica;Col.;None;Sphere;#NA;1;1;1;1;1;650;0.22;Picophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Meso-eutrophic;#NA;K
Aphanocapsa incerta;(Lemmermann) Cronberg & Komárek;APAINC;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Aphanocapsa;Aphanocapsa incerta;Col.;None;Sphere;#NA;0.5;2.7;0.5;2.7;7;15700;1.34;Picophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Meso-eutrophic;#NA;K
Aphanocapsa planctonica;(Smith) Komárek & Anagnostidis;APAPLA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Merismopediaceae;Aphanocapsa;Aphanocapsa planctonica;Col.;None;Sphere;#NA;2;3;2;3;8;366;1.52;Picophytoplankton;Mesophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;1;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Meso-eutrophic;#NA;K
Aphanothece;Nägeli;APOSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Aphanothecaceae;Aphanothece;;Col.;None;Rotationnal Ellipsoid;#NA;0.5;8;1;16;10;5240;1.88;Picophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Meso-eutrophic;#NA;K
Aphanothece elabens;(Brébisson) Elenkin;APOELA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Aphanothecaceae;Aphanothece;Aphanothece elabens;Col.;None;Rotationnal Ellipsoid;#NA;1;3;2.8;6.5;14;#NA;2.57;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Meso-eutrophic;#NA;K
Aphanothece floccosa;(Zalessky) G. Cronberg & Komárek;APOFLO;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Aphanothecaceae;Aphanothece;Aphanothece floccosa;Col.;None;Rotationnal Ellipsoid;#NA;0.8;2.4;1.6;4;2;#NA;0.41;Picophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Meso-eutrophic;#NA;K
Aphanothece nidulans;Richter;APONID;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Aphanothecaceae;Aphanothece;Aphanothece nidulans;Col.;None;Rotationnal Ellipsoid;#NA;0.8;1.9;1.6;4.5;6;#NA;1.16;Picophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;#NA;K
Aphanothece stagnina;(Sprengel) Braun in Rabenhorst;APOSTA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Aphanothecaceae;Aphanothece;Aphanothece stagnina;Col.;None;Rotationnal Ellipsoid;#NA;3;5.5;4;11;54;#NA;9.14;Nanophytoplankton;Mesophytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;Meso-eutrophic;#NA;K
Chroococcus;Nägeli;CHRSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Chroococcaceae;Chroococcus;;Col.;None;Sphere;#NA;0.7;45;0.7;45;122;5400;19.66;Picophytoplankton;Microphytoplankton;Microplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater-marine water;#NA;#NA;#NA
Chroococcus distans;(Smith) Komárková-Legnerová & Cronberg;CHRDIT;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Chroococcaceae;Chroococcus;Chroococcus distans;Col.;None;Sphere;#NA;4.5;7.5;4.5;7.5;144;2304;22.97;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Oligo-mesotrophic;#NA;#NA
Chroococcus minor;(Kützing) Nägeli;CHRMIR;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Chroococcaceae;Chroococcus;Chroococcus minor;Col.;None;Sphere;#NA;3;4;3;4;22;#NA;3.94;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Mesotrophic;#NA;Lo
Chroococcus minutus;(Kützing) Nägeli;CHRMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Chroococcaceae;Chroococcus;Chroococcus minutus;Col.;None;Sphere;#NA;1.7;3;1.7;3;120;4190;19.36;Picophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;#NA;Lo
Chroococcus obliteratus;Richter;CHROBL;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Chroococcaceae;Chroococcus;Chroococcus obliteratus;Col.;None;Sphere;#NA;4;10;4;10;260;520;40.00;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;#NA;#NA;#NA
Chroococcus turgidus;Nägeli;CHRTUR;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Chroococcaceae;Chroococcus;Chroococcus turgidus;Col.;None;Sphere;#NA;6;45;6;45;470;18000;69.75;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Mesotrophic;#NA;Lo
Chrysosporum minor;(Kiselev) Komárek;CSOMIN;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Chrysosporum;Chrysosporum minor;Fil.;None;Cylinder;Cylinder;2.5;6;4.2;6.5;92;#NA;15.08;Nanophytoplankton;Microphytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;0;0;1;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;Low nitrogen and carbon;H1
Coelomoron;(Van Goor) Komárek;CELSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Coelosphaeriaceae;Coelomoron;;Col.;None;Rotationnal Ellipsoid;#NA;0.8;4;1.6;6.5;8.1;#NA;1.54;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;#NA;#NA;#NA
Coelomoron pusillum;(Van Goor) Komárek;CELPUS;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Coelosphaeriaceae;Coelomoron;Coelomoron pusillum;Col.;None;Rotationnal Ellipsoid;#NA;1.8;4;2.2;4.5;12;240;2.23;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater-marine water;Eutrophic;#NA;#NA
Coelosphaerium;Nägeli;COPSPX;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Coelosphaeriaceae;Coelosphaerium;;Col.;None;Rotationnal Ellipsoid;#NA;1;7;1;7;4;1000;0.79;Picophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Mesotrophic;#NA;Lo
Coelosphaerium kuetzingianum;Nägeli;COPKUE;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Coelosphaeriaceae;Coelosphaerium;Coelosphaerium kuetzingianum;Col.;None;Rotationnal Ellipsoid;#NA;1;7;1;7;10;650;1.88;Picophytoplankton;Microphytoplankton;Nanoplankton;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Mesotrophic;#NA;Lo
Cuspidothrix issatschenkoi;(Usachev) Rajaniemi, Komárek, Willame, Hrouzek, Katovská, Hoffmann & Sivonen;CUSISS;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Nostocales;Aphanizomenonaceae;Cuspidothrix;Cuspidothrix issatschenkoi;Fil.;None;Cylinder;Double Cone ;1.5;7;4;26;40;3500;6.90;Nanophytoplankton;Mesophytoplankton;Microplankton;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;1;0;1;0;0;1;0;Autotrophic;Asexual;Freshwater;Eutrophic;Low nitrogen and carbon;H1
Cyanobacterium notatum;(Skuja) Komárek, Kopeck & Cepák;CBANOT;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Chroococcales;Cyanobacteriaceae;Cyanobacterium;Cyanobacterium notatum;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;5;7;6;12;210;210;32.74;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Cyanobium parvum;(Migula) Komárek, Kopeck & Cepák;CBIPAR;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Cyanobium;Cyanobium parvum;Cel.;Col.;Rotationnal Ellipsoid;Rotationnal Ellipsoid;3;6;5;10;80;80;13.23;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;#NA;K
Cyanocatena planctonica;Hindák;CYEPLA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Cyanocatena;Cyanocatena planctonica;Col.;None;Rotationnal Ellipsoid;#NA;0.5;1.2;1;5;0.6;#NA;0.13;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Cyanodictyon planctonicum;B. Meyer;CDIPLA;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Cyanodictyon;Cyanodictyon planctonicum;Col.;None;Rotationnal Ellipsoid;#NA;1;0.8;1.5;1.5;1;#NA;0.22;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;#NA;K
Cyanodictyon tropicale;Senna, Delazari & Sant Anna;CDITRO;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Cyanodictyon;Cyanodictyon tropicale;Col.;None;Rotationnal Ellipsoid;#NA;1;4;2;16;1.3;#NA;0.28;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual-binary fission;Freshwater;Meso-eutrophic;#NA;K
Cyanogranis ferruginea;(Wawrik) Hindák;CYGFER;Cyanobacteria;CYANOBACTERIA;CYANOPHYCEAE;Synechococcales;Synechococcaceae;Cyanogranis;Cyanogranis ferruginea;Col.;None;Rotationnal Ellipsoid;#NA;0.4;1;0.6;1.5;1;#NA;0.22;Picophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;None;None;0;0;0;0;1;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
