"Citation: Perkins, S. R., Stouder, M. D. W.,  and Beaulieu, K. 2021, Phytoplankton Data from Owasco, Seneca, and Skaneateles Lakes, Finger Lakes Region, New York, 2019-2020 (ver. 2.1, June 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P9TP9T1D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITE,STATION_ID,SAMPLE_DATE,SAMPLE_TIME_EST,REPLICATE,DEPTH_FT,ANALYSIS_DATE,MOUNT_VOLUME_HPMA,REPORT_NOTE,TAXA_ID,DIVISION,CLASS,ORDER,FAMILY,GENUS,SPECIES,VARIETY,FORM,MORPH,COLONIALITY,COLONIALITY_STATE,STRUCTURE,PHYSIOLOGICAL_STATE,TAXONOMIC_AUTHORITY,MAGNIFICATION,AREA_PER_NATURAL_UNIT.UM2_PER_NU,VOLUME_PER_NATURAL_UNIT.UM3_PER_NU,BIOVOLUME_PER_NATURAL_UNIT.UM3_PER_NU,AVERAGE_CELLS_PER_NATURAL_UNIT.CELLS_PER_NU,CONCENTRATION.NU_PER_ML,FIELD_COUNT,FIELD_AREA.UM2,TOTAL_AREA.UM2_PER_ML,TOTAL_VOLUME.UM3_PER_ML,TOTAL_BIOVOLUME.UM3_PER_ML,ALGAL_CELL_CONCENTRATION.CELLS_PER_ML,ALGAL_BIOMASS_CONCENTRATION.MG_PER_L,AVERAGE_GALD.UM,UNCERTAIN,ALTERNATE_TAXA_NAME,MEASUREMENT_NOTES,TALLY_NOTES
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1477,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,filiformis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Grunow,1000,316.32,140.544,140.544,1,102.0526,30,0.0241,32281.2654,14342.8748,14342.8748,102.0526,0.01434287,43.2,FALSE,Synedra filiformis,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,9776,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,ulna,acus,--,--,Cell-Nonmotile,Free,Vegetative,Live,  (Nitzsch) Ehrenb,100,3712,7168,7168,1,1.0225,30,2.4053,3795.5932,7329.4213,7329.4213,1.0225,0.00732942,192,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1000415,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,longiseta,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(OZacharias) Edlund & Stoermer 1993,1000,880.6513,1013.3521,1013.3521,1,51.0263,30,0.0241,44936.3593,51707.5874,51707.5874,51.0263,0.05170759,104,FALSE,Rhizosolenia longiseta,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1000057,Chlorophyta,--,--,--,--,--,--,--,Microflagellate,Cell-Motile,Free,Vegetative,Live,--,1000,13.7462,4.2893,4.2893,1,51.0263,30,0.0241,701.4174,218.867,218.867,51.0263,0.00021887,3.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,17.794,7.5934,7.5934,1,408.2102,30,0.0241,7263.6929,3099.7036,3099.7036,408.2102,0.0030997,2.32,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1000,41.5937,26.2646,26.2646,1,204.1051,30,0.0241,8489.487,5360.7393,5360.7393,204.1051,0.00536074,3.92,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,2840,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Lobomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Dangeard,400,135.9817,130.6903,130.6903,1,8.4692,30,0.1452,1151.6614,1106.8472,1106.8472,8.4692,0.00110685,8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,2331,Chlorophyta,Chlorophyceae,Chlorococcales,Micractinaceae,Micractinium,pusillum,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Fresenius,1000,195.7324,128.7333,128.7333,4,51.0263,30,0.0241,9987.4961,6568.7813,6568.7813,204.1051,0.00656878,40,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,2861,Chlorophyta,Prasinophyceae,Prasinocladales,Pedinomonadaceae,Monomastix,astigmata,--,--,--,Cell-Motile,Free,Vegetative,Live,Skuja,1000,19.3377,6.0319,6.0319,1,51.0263,30,0.0241,986.7309,307.7854,307.7854,51.0263,0.00030779,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,2363,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,parva,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,400,165.7931,188.4956,188.4956,1,8.4692,30,0.1452,1404.1412,1596.4141,1596.4141,8.4692,0.00159641,10,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,8308,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Corda) Bohlin,1000,28.9965,8.3227,8.3227,1.3636,1632.8409,30,0.0241,47346.6723,13589.6453,13589.6453,2226.5419,0.01358965,5.2364,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,31.2128,21.3206,21.3206,1,2602.3402,30,0.0241,81226.3257,55483.4555,55483.4555,2602.3402,0.05548346,2.9333,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1000035,Chrysophyta,Chrysophyceae,Chrysocapsales,Chrysocapsaceae,--,--,--,--,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,72.3823,57.9058,57.9058,1,51.0263,30,0.0241,3693.3995,2954.7175,2954.7175,51.0263,0.00295472,4.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1123,Chrysophyta,Chrysophyceae,Ochromonadales,Dinobryaceae,Dinobryon,--,--,--,--,Colonial-Motile,Free,Monad,Live,Ehrenberg,1000,37.6489,21.4466,21.4466,1,255.1314,30,0.0241,9605.4165,5471.701,5471.701,255.1314,0.0054717,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1129,Chrysophyta,Chrysophyceae,Ochromonadales,Dinobryaceae,Dinobryon,sertularia,--,--,--,Colonial-Motile,Attached,Vegetative,Live,Ehrenberg,1000,647.4194,1576.3255,77.2078,1,102.0526,30,0.0241,66070.8064,160868.0507,7879.2535,102.0526,0.00787925,24,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,9733,Chrysophyta,Chrysophyceae,Ochromonadales,Dinobryaceae,Dinobryon,sociale,americana,--,--,Colonial-Motile,Attached,Vegetative,Live, (Brunnthaler) Bachmann,400,653.4513,1172.8613,104.7198,1,8.4692,30,0.1452,5534.2345,9933.2413,886.8969,8.4692,0.0008869,30,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,9726,Chrysophyta,Chrysophyceae,Chromalinales,Chrysococcaceae,Kephyrion,petasatum,--,--,--,Cell-Motile,Free,Vegetative,Live,Conrad ,1000,98.592,86.8588,25.7359,1,51.0263,30,0.0241,5030.7829,4432.0814,1313.2072,51.0263,0.00131321,9.6,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1000615,Chrysophyta,Chrysophyceae,Chromalinales,Chrysococcaceae,Kephyrion,planctonicum,--,--,--,Cell-Motile,Free,Vegetative,Live,--,1000,46.5179,34.9848,10.5397,1,102.0526,30,0.0241,4747.2707,3570.2884,1075.6034,102.0526,0.0010756,5.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,9511,Chrysophyta,Chrysophyceae,Mischococcales,Pleurochlororidaceae,Polygoniochloris,circularis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live, Lemmermann,1000,273.484,162.968,162.968,1,51.0263,30,0.0241,13954.871,8315.6507,8315.6507,51.0263,0.00831565,8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1631,Chrysophyta,Chrysophyceae,Ochromonadales,Ochromonadaceae,Uroglena,--,--,--,--,Colonial-Motile,Free,Vegetative,Live,Calkins,1000,37.6489,21.4466,21.4466,1,255.1314,30,0.0241,9605.4165,5471.701,5471.701,255.1314,0.0054717,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,3020,Cryptophyta,Cryptomonadaless,Cryptomonadales,Cryptomonadales,Chroomonas,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Hansgirg ,1000,45.2389,33.5103,33.5103,1,51.0263,30,0.0241,2308.3728,1709.9059,1709.9059,51.0263,0.00170991,6.4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,3015,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,erosa,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg ,400,354.1763,527.7876,527.7876,1,16.9385,30,0.1452,5999.2066,8939.9174,8939.9174,16.9385,0.00893992,14,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,3043,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Rhodomonas,minuta,nannoplanctica,--,--,Cell-Motile,Free,Vegetative,Live,Skuja,400,43.9823,33.5103,33.5103,1,33.877,30,0.1452,1489.9862,1135.2268,1135.2268,33.877,0.00113523,8,FALSE,Rhodomonas lacustris,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,21941.3001,30,0.0241,44115.1781,5882.4626,5882.4626,21941.3001,0.00588246,0.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4054,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,delicatissima,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,104.8969,113.0317,3.5605,6.8,357.184,30,0.0241,37467.4897,40373.1097,1271.7535,2428.8509,0.00127175,6.08,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4062,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,nidulans,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,P Richter,400,71830.5656,2514405.096,169.646,162,16.9385,30,0.1452,1216700.288,42590189.54,2873.5446,2744.0331,0.00287354,135,FALSE,Aphanothece smithii,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1000424,Cyanophyta,Cyanophyceae,Chroococcales,Synechococcaceae,Cyanocatena,planctonica,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Hindak,1000,70.7818,55.9917,2.6275,10,51.0263,30,0.0241,3611.7319,2857.0481,134.0715,510.2628,0.00013407,4.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,10651,Cyanophyta,Cyanophyceae,Chroococcales,Synechococcaceae,Cyanogranis,ferruginea,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Hindak,1000,88.9179,77.2078,3.217,8,51.0263,30,0.0241,4537.1496,3939.6268,164.1515,408.2102,0.00016415,6.4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4166,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Merismopedia,warmingiana,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Lagerheim,1000,71.68,40.96,0.5153,4,102.0526,30,0.0241,7315.1274,4180.0728,52.5877,408.2102,5.26E-05,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4264,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Free,Vegetative,Live,Kutzing,1000,50.2655,33.5103,33.5103,1,357.184,30,0.0241,17954.0301,11969.3415,11969.3415,357.184,0.01196934,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4261,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Kutzing) Lemmermann,100,245363.3791,11428453.92,8377.5804,250,0.5113,30,2.4053,125444.446,5842909.714,4283.1206,127.815,0.00428312,280,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4321,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,elongatus,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,510.2628,30,0.0241,1381.2304,205.1767,205.1767,510.2628,0.00020518,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,13266.8326,30,0.0241,35911.9893,5334.5934,5334.5934,13266.8326,0.00533459,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,4285,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechocystis,--,--,--,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,7.0309,1.753,1.753,1,204.1051,30,0.0241,1435.0427,357.7963,357.7963,204.1051,0.0003578,1.496,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,48.9331,32.1833,32.1833,1,663.3416,30,0.0241,32459.3624,21348.5227,21348.5227,663.3416,0.02134852,4,FALSE,cf Erkenia subaequiciliata,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,6033,Pyrrhophyta,Dinophyceae,Gymnodinales,Gymnodiniaceae,Gymnodinium,sp-- 2,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,400,396.8133,603.1858,603.1858,1,8.4692,30,0.1452,3360.7062,5108.524,5108.524,8.4692,0.00510852,16,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:00,--,3,7/14/2020,5,Time 1000,6044,Pyrrhophyta,Dinophyceae,Peridinales,Peridinaceae,Peridinium,umbonatum,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,400,667.4225,1340.4129,1340.4129,1,8.4692,30,0.1452,5652.5599,11352.2756,11352.2756,8.4692,0.01135228,20,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,9363,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,ocellata,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Pant,400,113.0973,84.823,84.823,1,16.9385,30,0.1452,1915.6959,1436.7723,1436.7723,16.9385,0.00143677,6,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1477,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,filiformis,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Grunow,400,360,176,176,1,42.3462,30,0.1452,15244.6281,7452.9293,7452.9293,42.3462,0.00745293,44,FALSE,Synedra filiformis,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1160,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,C Agardh,400,218.7591,157.0796,157.0796,1,8.4692,30,0.1452,1852.7228,1330.3445,1330.3445,8.4692,0.00133034,16,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1000415,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,longiseta,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,(OZacharias) Edlund & Stoermer 1993,1000,663.5044,752.7759,752.7759,1,51.0263,30,0.0241,33856.1609,38411.3534,38411.3534,51.0263,0.03841135,96,FALSE,Rhizosolenia longiseta,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,18.8496,10.1871,10.1871,1,408.2102,30,0.0241,7694.5996,4158.4785,4158.4785,408.2102,0.00415848,2.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,2687,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,> 1 um ovoid,Cell-Nonmotile,Free,Vegetative,Live,(Brandt) Beijerinck,1000,30.9289,14.4765,14.4765,1,51.0263,30,0.0241,1578.1867,738.6819,738.6819,51.0263,0.00073868,4.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,400,194.41,254.846,254.846,1,8.4692,30,0.1452,1646.5045,2158.3514,2158.3514,8.4692,0.00215835,8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,2211,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Mucidosphaerium,pulchellum,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,"CBock, Proschold & Krienitz, 2011",400,56.047,27.8986,27.8986,2,8.4692,30,0.1452,474.6754,236.2799,236.2799,16.9385,0.00023628,12,FALSE,Dictyosphaerium pulchellum,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,8308,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,serratus,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,(Corda) Bohlin,1000,23.1364,6.6551,6.6551,1.2,510.2628,30,0.0241,11805.6441,3395.8499,3395.8499,612.3154,0.00339585,4.64,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,2911,Chlorophyta,Chlorophyceae,Ulotrichales,Ulotrichaceae,Stichococcus,bacillaris,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Nageli,1000,12.2691,3.0159,3.0159,1,51.0263,30,0.0241,626.0465,153.8902,153.8902,51.0263,0.00015389,4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1652,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Cienkowski ,1000,12.4994,4.1553,4.1553,1,2908.4979,30,0.0241,36354.479,12085.6814,12085.6814,2908.4979,0.01208568,2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1000035,Chrysophyta,Chrysophyceae,Chrysocapsales,Chrysocapsaceae,--,--,--,--,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,128.6796,137.2583,137.2583,1,102.0526,30,0.0241,13132.0824,14007.5607,14007.5607,102.0526,0.01400756,6.4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1653,Chrysophyta,Chrysophyceae,--,--,--,--,--,--,--,Cell-Nonmotile,Free,Cyst,--,--,1000,150.5955,171.5728,171.5728,1,51.0263,30,0.0241,7684.3281,8754.7216,8754.7216,51.0263,0.00875472,8,FALSE,--,"Diatom auxospore, Urosolenia",--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1760,Chrysophyta,Chrysophyceae,Paraliales,Paraliaceae,Ellipsoidion,--,--,--,--,Cell-Nonmotile,Free,Vegetative,Live,Pascher,1000,25.2107,10.0531,10.0531,1,51.0263,30,0.0241,1286.4082,512.9723,512.9723,51.0263,0.00051297,4.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,3043,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Rhodomonas,minuta,nannoplanctica,--,--,Cell-Motile,Free,Vegetative,Live,Skuja,1000,45.2389,33.5103,33.5103,1,102.0526,30,0.0241,4616.7455,3419.8119,3419.8119,102.0526,0.00341981,8,FALSE,Rhodomonas lacustris,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,4282,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,--,--,--,--,<1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,2.0106,0.2681,0.2681,1,14389.4108,30,0.0241,28931.3493,3857.801,3857.801,14389.4108,0.0038578,0.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,4054,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanocapsa,delicatissima,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1000,52.4546,36.5405,3.1416,6,153.0788,30,0.0241,8029.6892,5593.5773,480.9125,918.473,0.00048091,4.2667,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,4062,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Aphanothece,nidulans,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,P Richter,1000,1082.766,3216.9909,14.4765,36,51.0263,30,0.0241,55249.5204,164151.0765,738.6819,1836.9461,0.00073868,24,FALSE,Aphanothece smithii,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,10651,Cyanophyta,Cyanophyceae,Chroococcales,Synechococcaceae,Cyanogranis,ferruginea,--,--,--,Colonial-Nonmotile,Attached,Vegetative,Live,Hindak,1000,26.6675,12.9806,1.1824,4.5,102.0526,30,0.0241,2721.4866,1324.7034,120.6669,459.2365,0.00012067,3.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,4264,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Microcystis,aeruginosa,--,--,--,Colonial-Nonmotile,Free,Vegetative,Live,Kutzing,1000,61.3239,45.7081,45.7081,1,153.0788,30,0.0241,9387.3914,6996.9428,6996.9428,153.0788,0.00699694,4.4,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,4323,Cyanophyta,Cyanophyceae,Chroococcales,Chroococcaceae,Synechococcus,sp-- 1,--,--,< 1um ovoid,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1000,2.7069,0.4021,0.4021,1,5816.9959,30,0.0241,15746.0261,2339.014,2339.014,5816.9959,0.00233901,1.2,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,1731,Haptophyta,Prymnesiophyceae,Prymnesiales,Chromulinaceae,Chrysochromulina,parva,--,--,--,Cell-Motile,Free,Vegetative,Live,Lackey,1000,48.9331,32.1833,32.1833,1,1428.7358,30,0.0241,69912.4729,45981.4336,45981.4336,1428.7358,0.04598143,4,FALSE,cf Erkenia subaequiciliata,--,--
Owasco Lake Platform,425327076313601,9/19/2019,10:45,--,45,7/14/2020,5,Time 1045,6044,Pyrrhophyta,Dinophyceae,Peridinales,Peridinaceae,Peridinium,umbonatum,--,--,--,Cell-Motile,Free,Vegetative,Live,Stein,1000,667.4225,1340.4129,1340.4129,1,51.0263,30,0.0241,34056.087,68396.2831,68396.2831,51.0263,0.06839628,20,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,11:35,--,85,7/14/2020,10,Time 1135,1214,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,cryptocephala,--,--,--,Cell-Motile,Free,Vegetative,Live,KÅtz,400,311.0177,282.7433,282.7433,1,4.3806,29,0.1452,1362.4567,1238.5967,1238.5967,4.3806,0.0012386,20,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,11:35,--,85,7/14/2020,10,Time 1135,2683,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,--,--,--,--,2-9--9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,--,1000,25.1327,12.1978,12.1978,1,22.9618,100,0.0241,577.0927,280.0838,280.0838,22.9618,0.00028008,2.8,FALSE,--,--,--
Owasco Lake Platform,425327076313601,9/19/2019,11:35,--,85,7/14/2020,10,Time 1135,2080,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,--,--,--,--,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1000,63.9348,48.1021,48.1021,1,15.3079,100,0.0241,978.7065,736.3414,736.3414,15.3079,0.00073634,4.8,FALSE,--,--,--
